status,matchMethod,CBR row,CBR scientific name,CBR Chinese name,CBR English name,AviList scientific name used,AviList English name,candidate scientific names,CBR notes
matched_exact,scientificName,423,Calidris minuta,小滨鹬,Little Stint,Calidris minuta,Little Stint,,
matched_exact,scientificName,424,Calidris fuscicollis,白腰滨鹬,White-rumped Sandpiper,Calidris fuscicollis,White-rumped Sandpiper,,
matched_exact,scientificName,425,Calidris subruficollis,黄胸滨鹬,Buff-breasted Sandpiper,Calidris subruficollis,Buff-breasted Sandpiper,,中文名由饰胸鹬改为黄胸滨鹬IUCN红色名录等级由NT升为VU
matched_exact,scientificName,426,Calidris melanotos,斑胸滨鹬,Pectoral Sandpiper,Calidris melanotos,Pectoral Sandpiper,,
matched_exact,scientificName,427,Calidris mauri,西方滨鹬,Western Sandpiper,Calidris mauri,Western Sandpiper,,
matched_exact,scientificName,429,Glareola lactea,灰燕鸻,Small Pratincole,Glareola lactea,Small Pratincole,,
matched_exact,scientificName,430,Glareola maldivarum,普通燕鸻,Oriental Pratincole,Glareola maldivarum,Oriental Pratincole,,
matched_exact,scientificName,431,Glareola nordmanni,黑翅燕鸻,Black-winged Pratincole,Glareola nordmanni,Black-winged Pratincole,,
matched_exact,scientificName,432,Glareola pratincola,领燕鸻,Collared Pratincole,Glareola pratincola,Collared Pratincole,,
matched_exact,scientificName,434,Gygis alba,白燕鸥,White Tern,Gygis alba,Atlantic White Tern,,
matched_exact,scientificName,435,Anous stolidus,白顶玄燕鸥,Brown Noddy,Anous stolidus,Brown Noddy,,
matched_exact,scientificName,436,Anous minutus,玄燕鸥,Black Noddy,Anous minutus,Black Noddy,,
matched_exact,scientificName,437,Onychoprion aleuticus,白腰燕鸥,Aleutian Tern,Onychoprion aleuticus,Aleutian Tern,,
matched_exact,scientificName,438,Onychoprion fuscatus,乌燕鸥,Sooty Tern,Onychoprion fuscatus,Sooty Tern,,
matched_exact,scientificName,439,Onychoprion anaethetus,褐翅燕鸥,Bridled Tern,Onychoprion anaethetus,Bridled Tern,,
matched_exact,scientificName,440,Sternula albifrons,白额燕鸥,Little Tern,Sternula albifrons,Little Tern,,
matched_exact,scientificName,441,Gelochelidon nilotica,鸥嘴噪鸥,Gull-billed Tern,Gelochelidon nilotica,Gull-billed Tern,,
matched_exact,scientificName,442,Hydroprogne caspia,红嘴巨燕鸥,Caspian Tern,Hydroprogne caspia,Caspian Tern,,中文名由红嘴巨鸥改为红嘴巨燕鸥
matched_exact,scientificName,443,Chlidonias hybrida,须浮鸥,Whiskered Tern,Chlidonias hybrida,Whiskered Tern,,
matched_exact,scientificName,444,Chlidonias niger,黑浮鸥,Black Tern,Chlidonias niger,Black Tern,,
matched_exact,scientificName,445,Chlidonias leucopterus,白翅浮鸥,White-winged Tern,Chlidonias leucopterus,White-winged Tern,,
matched_exact,scientificName,446,Sterna aurantia,黄嘴河燕鸥,River Tern,Sterna aurantia,River Tern,,
matched_exact,scientificName,447,Sterna hirundo,普通燕鸥,Common Tern,Sterna hirundo,Common Tern,,
matched_exact,scientificName,448,Sterna sumatrana,黑枕燕鸥,Black-naped Tern,Sterna sumatrana,Black-naped Tern,,
matched_exact,scientificName,449,Sterna dougallii,粉红燕鸥,Roseate Tern,Sterna dougallii,Roseate Tern,,
matched_exact,scientificName,450,Sterna acuticauda,黑腹燕鸥,Black-bellied Tern,Sterna acuticauda,Black-bellied Tern,,
matched_exact,scientificName,451,Thalasseus sandvicensis,白嘴端凤头燕鸥,Sandwich Tern,Thalasseus sandvicensis,Sandwich Tern,,
matched_exact,scientificName,452,Thalasseus bengalensis,小凤头燕鸥,Lesser Crested Tern,Thalasseus bengalensis,Lesser Crested Tern,,
matched_exact,scientificName,453,Thalasseus bergii,大凤头燕鸥,Greater Crested Tern,Thalasseus bergii,Greater Crested Tern,,
matched_exact,scientificName,454,Thalasseus bernsteini,中华凤头燕鸥,Chinese Crested Tern,Thalasseus bernsteini,Chinese Crested Tern,,
matched_exact,scientificName,455,Hydrocoloeus minutus,小鸥,Little Gull,Hydrocoloeus minutus,Little Gull,,
matched_exact,scientificName,456,Rhodostethia rosea,楔尾鸥,Ross's Gull,Rhodostethia rosea,Ross's Gull,,
matched_exact,scientificName,457,Rissa tridactyla,三趾鸥,Black-legged Kittiwake,Rissa tridactyla,Black-legged Kittiwake,,
matched_exact,scientificName,458,Xema sabini,叉尾鸥,Sabine's Gull,Xema sabini,Sabine's Gull,,
matched_exact,scientificName,459,Saundersilarus saundersi,黑嘴鸥,Saunders's Gull,Saundersilarus saundersi,Saunders's Gull,,由Chroicocephalus属移入Saundersilarus属（Pons et al. 2005; Černý and Natale 2022）
matched_exact,scientificName,460,Chroicocephalus genei,细嘴鸥,Slender-billed Gull,Chroicocephalus genei,Slender-billed Gull,,
matched_exact,scientificName,461,Chroicocephalus novaehollandiae,澳洲红嘴鸥,Silver Gull,Chroicocephalus novaehollandiae,Silver Gull,,
matched_exact,scientificName,462,Chroicocephalus ridibundus,红嘴鸥,Black-headed Gull,Chroicocephalus ridibundus,Black-headed Gull,,
matched_exact,scientificName,463,Chroicocephalus brunnicephalus,棕头鸥,Brown-headed Gull,Chroicocephalus brunnicephalus,Brown-headed Gull,,
matched_exact,scientificName,464,Leucophaeus atricilla,笑鸥,Laughing Gull,Leucophaeus atricilla,Laughing Gull,,
matched_exact,scientificName,465,Leucophaeus pipixcan,弗氏鸥,Franklin's Gull,Leucophaeus pipixcan,Franklin's Gull,,
matched_exact,scientificName,466,Ichthyaetus ichthyaetus,渔鸥,Pallas's Gull,Ichthyaetus ichthyaetus,Pallas's Gull,,
matched_exact,scientificName,467,Ichthyaetus relictus,遗鸥,Relict Gull,Ichthyaetus relictus,Relict Gull,,
matched_exact,scientificName,468,Larus crassirostris,黑尾鸥,Black-tailed Gull,Larus crassirostris,Black-tailed Gull,,
matched_exact,scientificName,469,Larus canus,普通海鸥,Mew Gull,Larus canus,Common Gull,,中文名由海鸥改为普通海鸥
matched_exact,scientificName,470,Larus brachyrhynchus,美洲海鸥,Short-billed Gull,Larus brachyrhynchus,Short-billed Gull,,
matched_exact,scientificName,471,Larus delawarensis,环嘴鸥,Ring-billed Gull,Larus delawarensis,Ring-billed Gull,,
matched_exact,scientificName,472,Larus cachinnans,里海银鸥,Caspian Gull,Larus cachinnans,Caspian Gull,,中文名由黄脚银鸥改为里海银鸥
matched_exact,scientificName,473,Larus vegae,西伯利亚银鸥,Vega Gull,Larus vegae,Vega Gull,,
matched_exact,scientificName,474,Larus hyperboreus,北极鸥,Glaucous Gull,Larus hyperboreus,Glaucous Gull,,
matched_exact,scientificName,475,Larus fuscus,小黑背鸥,Lesser Black-backed Gull,Larus fuscus,Lesser Black-backed Gull,,中文名由小黑背银鸥恢复为小黑背鸥
matched_exact,scientificName,476,Larus glaucescens,灰翅鸥,Glaucous-winged Gull,Larus glaucescens,Glaucous-winged Gull,,
matched_exact,scientificName,477,Larus schistisagus,灰背鸥,Slaty-backed Gull,Larus schistisagus,Slaty-backed Gull,,
matched_exact,scientificName,479,Stercorarius longicaudus,长尾贼鸥,Long-tailed Jaeger,Stercorarius longicaudus,Long-tailed Jaeger,,
matched_exact,scientificName,480,Stercorarius parasiticus,短尾贼鸥,Parasitic Jaeger,Stercorarius parasiticus,Parasitic Jaeger,,
matched_exact,scientificName,481,Stercorarius pomarinus,中贼鸥,Pomarine Jaeger,Stercorarius pomarinus,Pomarine Jaeger,,
matched_exact,scientificName,482,Stercorarius maccormicki,南极贼鸥,South Polar Skua,Stercorarius maccormicki,South Polar Skua,,
matched_exact,scientificName,484,Cerorhinca monocerata,角嘴海雀,Rhinoceros Auklet,Cerorhinca monocerata,Rhinoceros Auklet,,
matched_exact,scientificName,485,Brachyramphus perdix,长嘴斑海雀,Long-billed Murrelet,Brachyramphus perdix,Long-billed Murrelet,,中文名由斑海雀改为长嘴斑海雀
matched_exact,scientificName,486,Uria aalge,崖海鸦,Common Murre,Uria aalge,Common Murre,,
matched_exact,scientificName,487,Synthliboramphus antiquus,扁嘴海雀,Ancient Murrelet,Synthliboramphus antiquus,Ancient Murrelet,,
matched_exact,scientificName,488,Synthliboramphus wumizusume,冠海雀,Japanese Murrelet,Synthliboramphus wumizusume,Japanese Murrelet,,
matched_exact,scientificName,490,Syrrhaptes tibetanus,西藏毛腿沙鸡,Tibetan Sandgrouse,Syrrhaptes tibetanus,Tibetan Sandgrouse,,
matched_exact,scientificName,491,Syrrhaptes paradoxus,毛腿沙鸡,Pallas's Sandgrouse,Syrrhaptes paradoxus,Pallas's Sandgrouse,,
matched_exact,scientificName,492,Pterocles orientalis,黑腹沙鸡,Black-bellied Sandgrouse,Pterocles orientalis,Black-bellied Sandgrouse,,
matched_exact,scientificName,494,Columba livia,原鸽,Rock Pigeon,Columba livia,Rock Dove,,
matched_exact,scientificName,495,Columba rupestris,岩鸽,Hill Pigeon,Columba rupestris,Hill Pigeon,,
matched_exact,scientificName,496,Columba leuconota,雪鸽,Snow Pigeon,Columba leuconota,Snow Pigeon,,
matched_exact,scientificName,497,Columba oenas,欧鸽,Stock Dove,Columba oenas,Stock Dove,,
matched_exact,scientificName,498,Columba eversmanni,中亚鸽,Yellow-eyed Pigeon,Columba eversmanni,Yellow-eyed Pigeon,,
matched_exact,scientificName,499,Columba palumbus,斑尾林鸽,Common Wood Pigeon,Columba palumbus,Common Wood Pigeon,,
matched_exact,scientificName,500,Columba hodgsonii,点斑林鸽,Speckled Wood Pigeon,Columba hodgsonii,Speckled Wood Pigeon,,
matched_exact,scientificName,501,Columba pulchricollis,灰林鸽,Ashy Wood Pigeon,Columba pulchricollis,Ashy Wood Pigeon,,
matched_exact,scientificName,502,Columba punicea,紫林鸽,Pale-capped Pigeon,Columba punicea,Pale-capped Pigeon,,
matched_exact,scientificName,503,Columba janthina,黑林鸽,Japanese Wood Pigeon,Columba janthina,Black Wood Pigeon,,IUCN红色名录等级由NT降为LC
matched_exact,scientificName,504,Columba vitiensis,白喉林鸽,Metallic Pigeon,Columba vitiensis,Metallic Pigeon,,
matched_exact,scientificName,505,Streptopelia turtur,欧斑鸠,European Turtle Dove,Streptopelia turtur,European Turtle Dove,,
matched_exact,scientificName,506,Streptopelia orientalis,山斑鸠,Oriental Turtle Dove,Streptopelia orientalis,Oriental Turtle Dove,,
matched_exact,scientificName,507,Streptopelia decaocto,灰斑鸠,Eurasian Collared Dove,Streptopelia decaocto,Eurasian Collared Dove,,
matched_exact,scientificName,508,Streptopelia tranquebarica,火斑鸠,Red Collared Dove,Streptopelia tranquebarica,Red Collared Dove,,
matched_exact,scientificName,509,Spilopelia chinensis,珠颈斑鸠,Spotted Dove,Spilopelia chinensis,Spotted Dove,,
matched_exact,scientificName,510,Spilopelia senegalensis,棕斑鸠,Laughing Dove,Spilopelia senegalensis,Laughing Dove,,
matched_exact,scientificName,511,Macropygia unchall,斑尾鹃鸠,Barred Cuckoo-Dove,Macropygia unchall,Barred Cuckoo-Dove,,
matched_exact,scientificName,512,Macropygia tenuirostris,菲律宾鹃鸠,Philippine Cuckoo-Dove,Macropygia tenuirostris,Philippine Cuckoo-Dove,,
matched_exact,scientificName,513,Macropygia ruficeps,小鹃鸠,Little Cuckoo-Dove,Macropygia ruficeps,Little Cuckoo-Dove,,
matched_exact,scientificName,514,Chalcophaps indica,绿翅金鸠,Emerald Dove,Chalcophaps indica,Common Emerald Dove,,
matched_exact,scientificName,515,Geopelia striata,斑姬地鸠,Zebra Dove,Geopelia striata,Zebra Dove,,
matched_exact,scientificName,516,Treron bicinctus,橙胸绿鸠,Orange-breasted Green Pigeon,Treron bicinctus,Orange-breasted Green Pigeon,,
matched_exact,scientificName,517,Treron phayrei,灰头绿鸠,Ashy-headed Green Pigeon,Treron phayrei,Ashy-headed Green Pigeon,,
matched_exact,scientificName,518,Treron curvirostra,厚嘴绿鸠,Thick-billed Green Pigeon,Treron curvirostra,Thick-billed Green Pigeon,,
matched_exact,scientificName,519,Treron phoenicopterus,黄脚绿鸠,Yellow-footed Green Pigeon,Treron phoenicopterus,Yellow-footed Green Pigeon,,
matched_exact,scientificName,520,Treron apicauda,针尾绿鸠,Pin-tailed Green Pigeon,Treron apicauda,Pin-tailed Green Pigeon,,
matched_exact,scientificName,521,Treron seimundi,白腹针尾绿鸠,Yellow-vented Green Pigeon,Treron seimundi,Yellow-vented Green Pigeon,,
matched_exact,scientificName,522,Treron sphenurus,楔尾绿鸠,Wedge-tailed Green Pigeon,Treron sphenurus,Wedge-tailed Green Pigeon,,
matched_exact,scientificName,523,Treron sieboldii,红翅绿鸠,White-bellied Green Pigeon,Treron sieboldii,White-bellied Green Pigeon,,
matched_exact,scientificName,524,Treron formosae,红顶绿鸠,Taiwan Green Pigeon,Treron formosae,Whistling Green Pigeon,,
matched_name_conflict_avilist_taxonomy_used,englishName,525,Ptilinopus leclancheri,黑颏果鸠,Black-chinned Fruit Dove,Ramphiculus leclancheri,Black-chinned Fruit Dove,Ramphiculus leclancheri,
matched_exact,scientificName,526,Ducula aenea,绿皇鸠,Green Imperial Pigeon,Ducula aenea,Green Imperial Pigeon,,
matched_exact,scientificName,527,Ducula badia,山皇鸠,Mountain Imperial Pigeon,Ducula badia,Mountain Imperial Pigeon,,
matched_exact,scientificName,529,Centropus sinensis,褐翅鸦鹃,Greater Coucal,Centropus sinensis,Greater Coucal,,
matched_exact,scientificName,530,Centropus bengalensis,小鸦鹃,Lesser Coucal,Centropus bengalensis,Lesser Coucal,,
matched_exact,scientificName,531,Phaenicophaeus tristis,绿嘴地鹃,Green-billed Malkoha,Phaenicophaeus tristis,Green-billed Malkoha,,
matched_exact,scientificName,532,Clamator coromandus,红翅凤头鹃,Chestnut-winged Cuckoo,Clamator coromandus,Chestnut-winged Cuckoo,,
matched_exact,scientificName,533,Clamator jacobinus,斑翅凤头鹃,Pied Cuckoo,Clamator jacobinus,Jacobin Cuckoo,,
matched_exact,scientificName,534,Eudynamys scolopaceus,噪鹃,Asian Koel,Eudynamys scolopaceus,Asian Koel,,
matched_exact,scientificName,535,Chrysococcyx maculatus,翠金鹃,Asian Emerald Cuckoo,Chrysococcyx maculatus,Asian Emerald Cuckoo,,
matched_exact,scientificName,536,Chrysococcyx xanthorhynchus,紫金鹃,Violet Cuckoo,Chrysococcyx xanthorhynchus,Violet Cuckoo,,
matched_exact,scientificName,537,Cacomantis sonneratii,栗斑杜鹃,Banded Bay Cuckoo,Cacomantis sonneratii,Banded Bay Cuckoo,,
matched_exact,scientificName,538,Cacomantis merulinus,八声杜鹃,Plaintive Cuckoo,Cacomantis merulinus,Plaintive Cuckoo,,
matched_exact,scientificName,539,Surniculus lugubris,乌鹃,Square-tailed Drongo-Cuckoo,Surniculus lugubris,Square-tailed Drongo-Cuckoo,,
matched_exact,scientificName,540,Hierococcyx sparverioides,大鹰鹃,Large Hawk-Cuckoo,Hierococcyx sparverioides,Large Hawk-Cuckoo,,中文名由鹰鹃改为大鹰鹃
matched_exact,scientificName,541,Hierococcyx varius,普通鹰鹃,Common Hawk-Cuckoo,Hierococcyx varius,Common Hawk-Cuckoo,,
matched_exact,scientificName,542,Hierococcyx hyperythrus,北棕腹鹰鹃,Northern Hawk-Cuckoo,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,,中文名由北鹰鹃改为北棕腹鹰鹃
matched_exact,scientificName,543,Hierococcyx nisicolor,棕腹鹰鹃,Hodgson's Hawk-Cuckoo,Hierococcyx nisicolor,Hodgson's Hawk-Cuckoo,,中文名由霍氏鹰鹃改为棕腹鹰鹃
matched_exact,scientificName,544,Cuculus poliocephalus,小杜鹃,Asian Lesser Cuckoo,Cuculus poliocephalus,Lesser Cuckoo,,
matched_exact,scientificName,545,Cuculus micropterus,四声杜鹃,Indian Cuckoo,Cuculus micropterus,Indian Cuckoo,,
matched_exact,scientificName,546,Cuculus saturatus,中杜鹃,Himalayan Cuckoo,Cuculus saturatus,Himalayan Cuckoo,,
matched_exact,scientificName,547,Cuculus optatus,东方中杜鹃,Oriental Cuckoo,Cuculus optatus,Oriental Cuckoo,,中文名由北方中杜鹃改为东方中杜鹃，IUCN红色名录等级改为LC
matched_exact,scientificName,548,Cuculus canorus,大杜鹃,Common Cuckoo,Cuculus canorus,Common Cuckoo,,
matched_exact,scientificName,550,Tyto javanica,仓鸮,Barn Owl,Tyto javanica,Eastern Barn Owl,,
matched_exact,scientificName,551,Tyto longimembris,草鸮,Eastern Grass Owl,Tyto longimembris,Eastern Grass Owl,,
matched_exact,scientificName,552,Phodilus badius,栗鸮,Oriental Bay Owl,Phodilus badius,Oriental Bay Owl,,
matched_exact,scientificName,554,Ninox japonica,北鹰鸮,Northern Boobook,Ninox japonica,Northern Boobook,,
matched_exact,scientificName,555,Ninox scutulata,鹰鸮,Brown Hawk-Owl,Ninox scutulata,Brown Boobook,,
matched_exact,scientificName,556,Taenioptynx brodiei,领鸺鹠,Collared Owlet,Taenioptynx brodiei,Collared Owlet,,
matched_exact,scientificName,557,Aegolius funereus,鬼鸮,Boreal Owl,Aegolius funereus,Boreal Owl,,
matched_exact,scientificName,558,Athene brama,横斑腹小鸮,Spotted Owlet,Athene brama,Spotted Owlet,,
matched_exact,scientificName,559,Athene noctua,纵纹腹小鸮,Little Owl,Athene noctua,Little Owl,,
matched_exact,scientificName,560,Surnia ulula,猛鸮,Northern Hawk-Owl,Surnia ulula,Northern Hawk-Owl,,
matched_exact,scientificName,561,Glaucidium passerinum,花头鸺鹠,Eurasian Pygmy Owlet,Glaucidium passerinum,Eurasian Pygmy Owl,,
matched_exact,scientificName,562,Glaucidium cuculoides,斑头鸺鹠,Asian Barred Owlet,Glaucidium cuculoides,Asian Barred Owlet,,
matched_exact,scientificName,563,Otus spilocephalus,黄嘴角鸮,Mountain Scops Owl,Otus spilocephalus,Mountain Scops Owl,,
matched_exact,scientificName,564,Otus scops,西红角鸮,Eurasian Scops Owl,Otus scops,Eurasian Scops Owl,,
matched_exact,scientificName,565,Otus brucei,纵纹角鸮,Pallid Scops Owl,Otus brucei,Pallid Scops Owl,,
matched_exact,scientificName,566,Otus sunia,红角鸮,Oriental Scops Owl,Otus sunia,Oriental Scops Owl,,
matched_exact,scientificName,567,Otus elegans,琉球角鸮,Elegant Scops Owl,Otus elegans,Ryukyu Scops Owl,,
matched_exact,scientificName,568,Otus lettia,领角鸮,Collared Scops Owl,Otus lettia,Collared Scops Owl,,
matched_exact,scientificName,569,Otus semitorques,北领角鸮,Japanese Scops Owl,Otus semitorques,Japanese Scops Owl,,
matched_exact,scientificName,570,Asio otus,长耳鸮,Long-eared Owl,Asio otus,Long-eared Owl,,
matched_exact,scientificName,571,Asio flammeus,短耳鸮,Short-eared Owl,Asio flammeus,Short-eared Owl,,
matched_exact,scientificName,572,Bubo scandiacus,雪鸮,Snowy Owl,Bubo scandiacus,Snowy Owl,,
matched_exact,scientificName,573,Bubo bubo,雕鸮,Eurasian Eagle-Owl,Bubo bubo,Eurasian Eagle-Owl,,
matched_exact,scientificName,574,Ketupa nipalensis,林雕鸮,Spot-bellied Eagle-Owl,Ketupa nipalensis,Spot-bellied Eagle-Owl,,"由Bubo属移入Ketupa属（WGAC and Clements, 2022）"
matched_exact,scientificName,575,Ketupa coromanda,乌雕鸮,Dusky Eagle-Owl,Ketupa coromanda,Dusky Eagle-Owl,,"由Bubo属移入Ketupa属（WGAC and Clements, 2022），其学名由Bubo coromandus修订为Ketupa coromanda"
matched_exact,scientificName,576,Ketupa blakistoni,毛腿雕鸮,Blakiston's Fish Owl,Ketupa blakistoni,Blakiston's Fish Owl,,"由Bubo属再回到Ketupa属（WGAC and Clements,  2022），中文名由毛腿渔鸮改为毛腿雕鸮"
matched_exact,scientificName,577,Ketupa zeylonensis,褐渔鸮,Brown Fish Owl,Ketupa zeylonensis,Brown Fish Owl,,
matched_exact,scientificName,578,Ketupa flavipes,黄腿渔鸮,Tawny Fish Owl,Ketupa flavipes,Tawny Fish Owl,,
matched_exact,scientificName,579,Strix leptogrammica,褐林鸮,Brown Wood Owl,Strix leptogrammica,Brown Wood Owl,,
matched_exact,scientificName,580,Strix nivicolum,灰林鸮,Himalayan Owl,Strix nivicolum,Himalayan Owl,,
matched_exact,scientificName,581,Strix uralensis,长尾林鸮,Ural Owl,Strix uralensis,Ural Owl,,
matched_exact,scientificName,582,Strix nebulosa,乌林鸮,Great Grey Owl,Strix nebulosa,Great Grey Owl,,
matched_exact,scientificName,584,Batrachostomus hodgsoni,黑顶蟆口鸱,Hodgson's Frogmouth,Batrachostomus hodgsoni,Hodgson's Frogmouth,,
matched_exact,scientificName,586,Lyncornis macrotis,毛腿耳夜鹰,Great Eared Nightjar,Lyncornis macrotis,Great Eared Nightjar,,
matched_exact,scientificName,587,Caprimulgus jotaka,普通夜鹰,Grey Nightjar,Caprimulgus jotaka,Grey Nightjar,,
matched_exact,scientificName,588,Caprimulgus europaeus,欧夜鹰,European Nightjar,Caprimulgus europaeus,European Nightjar,,
matched_exact,scientificName,589,Caprimulgus aegyptius,埃及夜鹰,Egyptian Nightjar,Caprimulgus aegyptius,Egyptian Nightjar,,
matched_exact,scientificName,590,Caprimulgus macrurus,长尾夜鹰,Large-tailed Nightjar,Caprimulgus macrurus,Large-tailed Nightjar,,
matched_exact,scientificName,591,Caprimulgus affinis,林夜鹰,Savanna Nightjar,Caprimulgus affinis,Savanna Nightjar,,
matched_exact,scientificName,593,Hemiprocne coronata,凤头雨燕,Crested Treeswift,Hemiprocne coronata,Crested Treeswift,,中文名由凤头树燕改为凤头雨燕
matched_exact,scientificName,595,Aerodramus brevirostris,短嘴金丝燕,Himalayan Swiftlet,Aerodramus brevirostris,Himalayan Swiftlet,,
matched_exact,scientificName,596,Aerodramus fuciphagus,爪哇金丝燕,Edible-nest Swiftlet,Aerodramus fuciphagus,Edible-nest Swiftlet,,爪哇金丝燕Aerodramus fuciphagus和戈氏金丝燕A.germani合并为一种A. fuciphagus，学名由Aerodramus germani改为Aerodramus fuciphagus，中文名由戈氏金丝燕改为爪哇金丝燕，应该文明由Germain's Swiftlet改为Edible-nest Swiftlet（Dickinson & Remsen 2013; del Hoyo & Collar 2014）
matched_exact,scientificName,597,Hirundapus caudacutus,白喉针尾雨燕,White-throated Needletail,Hirundapus caudacutus,White-throated Needletail,,
matched_exact,scientificName,598,Hirundapus cochinchinensis,灰喉针尾雨燕,Silver-backed Needletail,Hirundapus cochinchinensis,Silver-backed Needletail,,
matched_exact,scientificName,599,Hirundapus giganteus,褐背针尾雨燕,Brown-backed Needletail,Hirundapus giganteus,Brown-backed Needletail,,
matched_exact,scientificName,600,Hirundapus celebensis,紫针尾雨燕,Purple Needletail,Hirundapus celebensis,Purple Needletail,,
matched_exact,scientificName,601,Cypsiurus balasiensis,棕雨燕,Asian Palm Swift,Cypsiurus balasiensis,Asian Palm Swift,,
matched_exact,scientificName,602,Tachymarptis melba,高山雨燕,Alpine Swift,Tachymarptis melba,Alpine Swift,,
matched_exact,scientificName,603,Apus apus,普通雨燕,Common Swift,Apus apus,Common Swift,,
matched_exact,scientificName,604,Apus pacificus,白腰雨燕,Pacific Swift,Apus pacificus,Fork-tailed Swift,,
unmatched,englishName,605,Apus salimalii,华西白腰雨燕,Salim Ali's Swift,,,,中文名由青藏白腰雨燕改为华西白腰雨燕
unmatched,englishName,606,Apus cooki,印支白腰雨燕,Cook's Swift,,,,
matched_exact,scientificName,607,Apus acuticauda,暗背雨燕,Dark-rumped Swift,Apus acuticauda,Dark-rumped Swift,,IUCN红色名录等级由VU降为NT
matched_exact,scientificName,608,Apus nipalensis,小白腰雨燕,House Swift,Apus nipalensis,House Swift,,
matched_exact,scientificName,610,Harpactes oreskios,橙胸咬鹃,Orange-breasted Trogon,Harpactes oreskios,Orange-breasted Trogon,,
matched_exact,scientificName,611,Harpactes erythrocephalus,红头咬鹃,Red-headed Trogon,Harpactes erythrocephalus,Red-headed Trogon,,
matched_exact,scientificName,612,Harpactes wardi,红腹咬鹃,Ward's Trogon,Harpactes wardi,Ward's Trogon,,IUCN红色名录等级由NT降为LC
matched_exact,scientificName,614,Coracias affinis,棕胸佛法僧,Indochinese Roller,Coracias affinis,Indochinese Roller,,
matched_exact,scientificName,615,Coracias garrulus,蓝胸佛法僧,European Roller,Coracias garrulus,European Roller,,
matched_exact,scientificName,616,Eurystomus orientalis,三宝鸟,Oriental Dollarbird,Eurystomus orientalis,Oriental Dollarbird,,
matched_exact,scientificName,618,Pelargopsis capensis,鹳嘴翡翠,Stork-billed Kingfisher,Pelargopsis capensis,Stork-billed Kingfisher,,
matched_exact,scientificName,619,Halcyon coromanda,赤翡翠,Ruddy Kingfisher,Halcyon coromanda,Ruddy Kingfisher,,
matched_exact,scientificName,620,Halcyon smyrnensis,白胸翡翠,White-throated Kingfisher,Halcyon smyrnensis,White-throated Kingfisher,,
matched_exact,scientificName,621,Halcyon pileata,蓝翡翠,Black-capped Kingfisher,Halcyon pileata,Black-capped Kingfisher,,IUCN红色名录等级由LC升为VU
matched_exact,scientificName,622,Todiramphus chloris,白领翡翠,Collared Kingfisher,Todiramphus chloris,Collared Kingfisher,,
matched_exact,scientificName,623,Alcedo meninting,蓝耳翠鸟,Blue-eared Kingfisher,Alcedo meninting,Blue-eared Kingfisher,,
matched_exact,scientificName,624,Alcedo atthis,普通翠鸟,Common Kingfisher,Alcedo atthis,Common Kingfisher,,
matched_exact,scientificName,625,Alcedo hercules,斑头大翠鸟,Blyth's Kingfisher,Alcedo hercules,Blyth's Kingfisher,,
matched_exact,scientificName,626,Ceyx erithaca,三趾翠鸟,Black-backed Dwarf Kingfisher,Ceyx erithaca,Black-backed Dwarf Kingfisher,,IUCN红色名录等级由LC升为NT 英文名由Oriental Dwarf Kingfisher修改为Black-backed Dwarf Kingfisher
matched_exact,scientificName,627,Megaceryle lugubris,冠鱼狗,Crested Kingfisher,Megaceryle lugubris,Crested Kingfisher,,
matched_exact,scientificName,628,Ceryle rudis,斑鱼狗,Pied Kingfisher,Ceryle rudis,Pied Kingfisher,,
matched_exact,scientificName,630,Nyctyornis athertoni,蓝须夜蜂虎,Blue-bearded Bee-eater,Nyctyornis athertoni,Blue-bearded Bee-eater,,
matched_exact,scientificName,631,Merops orientalis,绿喉蜂虎,Asian Green Bee-eater,Merops orientalis,Asian Green Bee-eater,,
matched_exact,scientificName,632,Merops persicus,蓝颊蜂虎,Blue-cheeked Bee-eater,Merops persicus,Blue-cheeked Bee-eater,,
matched_exact,scientificName,633,Merops philippinus,栗喉蜂虎,Blue-tailed Bee-eater,Merops philippinus,Blue-tailed Bee-eater,,
matched_exact,scientificName,634,Merops ornatus,彩虹蜂虎,Rainbow Bee-eater,Merops ornatus,Rainbow Bee-eater,,
matched_exact,scientificName,635,Merops viridis,蓝喉蜂虎,Blue-throated Bee-eater,Merops viridis,Blue-throated Bee-eater,,
matched_exact,scientificName,636,Merops leschenaulti,栗头蜂虎,Chestnut-headed Bee-eater,Merops leschenaulti,Chestnut-headed Bee-eater,,
matched_exact,scientificName,637,Merops apiaster,黄喉蜂虎,European Bee-eater,Merops apiaster,European Bee-eater,,
matched_exact,scientificName,639,Upupa epops,戴胜,Common Hoopoe,Upupa epops,Common Hoopoe,,
matched_exact,scientificName,641,Buceros bicornis,双角犀鸟,Great Hornbill,Buceros bicornis,Great Hornbill,,
matched_exact,scientificName,642,Anthracoceros albirostris,冠斑犀鸟,Oriental Pied Hornbill,Anthracoceros albirostris,Oriental Pied Hornbill,,
matched_exact,scientificName,643,Anorrhinus austeni,白喉犀鸟,White-throated Brown Hornbill,Anorrhinus austeni,Austen's Brown Hornbill,,
matched_exact,scientificName,644,Aceros nipalensis,棕颈犀鸟,Rufous-necked Hornbill,Aceros nipalensis,Rufous-necked Hornbill,,
