Order,Order Chinese,Family,Family English,Family Chinese,Genus,Suggested Chinese genus name,Species count in AviList sample,China range keyword species count,Example species
Piciformes,䴕形目,Capitonidae,New World Barbets,,Eubucco,,4,0,黄喉拟啄木鸟 (Eubucco richardsoni); 红巾拟啄木鸟 (Eubucco tucinkae); 红头拟啄木鸟 (Eubucco bourcierii)
Piciformes,䴕形目,Indicatoridae,Honeyguides,,Indicator,,10,0,姬响蜜䴕 (Indicator pumilio); 西非响蜜䴕 (Indicator willcocksi); 东非响蜜䴕 (Indicator meliphilus)
Piciformes,䴕形目,Indicatoridae,Honeyguides,,Melichneutes,,1,0,琴尾响蜜䴕 (Melichneutes robustus)
Piciformes,䴕形目,Indicatoridae,Honeyguides,,Melignomon,,2,0,中非响蜜䴕 (Melignomon zenkeri); 黄脚响蜜䴕 (Melignomon eisentrauti)
Piciformes,䴕形目,Indicatoridae,Honeyguides,,Prodotiscus,,3,0,尖嘴蜜䴕 (Prodotiscus insignis); 绿背蜜䴕 (Prodotiscus zambesiae); 沃氏蜜䴕 (Prodotiscus regulus)
Piciformes,䴕形目,Lybiidae,African Barbets,,Buccanodon,,1,0,黄斑拟啄木鸟 (Buccanodon duchaillui)
Piciformes,䴕形目,Lybiidae,African Barbets,,Cryptolybia,,1,0,非洲绿拟啄木鸟 (Cryptolybia olivacea)
Piciformes,䴕形目,Lybiidae,African Barbets,,Gymnobucco,,4,0,灰喉拟啄木鸟 (Gymnobucco bonapartei); 斯氏拟啄木鸟 (Gymnobucco sladeni); 须鼻拟啄木鸟 (Gymnobucco peli)
Piciformes,䴕形目,Lybiidae,African Barbets,,Lybius,,7,0,横斑拟啄木鸟 (Lybius undatus); 维氏拟啄木鸟 (Lybius vieilloti); 白头拟啄木鸟 (Lybius leucocephalus)
Piciformes,䴕形目,Lybiidae,African Barbets,,Pogoniulus,,10,0,点斑小拟啄木鸟 (Pogoniulus scolopaceus); 绿小拟啄木鸟 (Pogoniulus simplex); 须绿小拟啄木鸟 (Pogoniulus leucomystax)
Piciformes,䴕形目,Lybiidae,African Barbets,,Pogonornis,,5,0,褐胸拟啄木鸟 (Pogonornis melanopterus); 黑背拟啄木鸟 (Pogonornis minor); 双齿拟啄木鸟 (Pogonornis bidentatus)
Piciformes,䴕形目,Lybiidae,African Barbets,,Stactolaema,,3,0,白耳拟啄木鸟 (Stactolaema leucotis); 中非拟啄木鸟 (Stactolaema whytii); 黄头拟啄木鸟 (Stactolaema anchietae)
Piciformes,䴕形目,Lybiidae,African Barbets,,Trachylaemus,,2,0,黄嘴拟啄木鸟 (Trachylaemus purpuratus); 西黄嘴拟啄木鸟  (Trachylaemus goffinii)
Piciformes,䴕形目,Lybiidae,African Barbets,,Trachyphonus,,4,0,南非拟啄木鸟 (Trachyphonus vaillantii); 红黄拟啄木鸟 (Trachyphonus erythrocephalus); 黄胸拟啄木鸟 (Trachyphonus margaritatus)
Piciformes,䴕形目,Lybiidae,African Barbets,,Tricholaema,,6,0,丝胸拟啄木鸟 (Tricholaema hirsuta); 红额拟啄木鸟 (Tricholaema diademata); 疏林拟啄木鸟 (Tricholaema frontata)
Piciformes,䴕形目,Megalaimidae,Asian Barbets,,Caloramphus,,2,0,马来棕拟啄木鸟 (Caloramphus hayii); 褐拟啄木鸟 (Caloramphus fuliginosus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Blythipicus,,2,0,小栗啄木鸟 (Blythipicus rubiginosus); 黄嘴栗啄木鸟 (Blythipicus pyrrhotis)
Piciformes,䴕形目,Picidae,Woodpeckers,,Campephilus,,12,0,红冠颈纹啄木鸟 (Campephilus pollens); 朱腹啄木鸟 (Campephilus haematogaster); Splendid Woodpecker (Campephilus splendens)
Piciformes,䴕形目,Picidae,Woodpeckers,,Campethera,,10,0,喀麦隆啄木鸟 (Campethera tullbergi); 绿背斑啄木鸟 (Campethera taeniolaema); 小绿啄木鸟 (Campethera maculosa)
Piciformes,䴕形目,Picidae,Woodpeckers,,Celeus,,12,0,桂红啄木鸟 (Celeus loricatus); 环颈啄木鸟 (Celeus torquatus); 盔啄木鸟 (Celeus galeatus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Chloropicus,,3,0,火腹啄木鸟 (Chloropicus pyrrhogaster); 金冠啄木鸟 (Chloropicus xantholophus); 须啄木鸟 (Chloropicus namaquus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Chrysocolaptes,,10,0,橙背啄木鸟 (Chrysocolaptes validus); 大金背啄木鸟 (Chrysocolaptes guttacristatus); 马拉巴金背啄木鸟 (Chrysocolaptes socialis)
Piciformes,䴕形目,Picidae,Woodpeckers,,Chrysophlegma,,3,0,红翅绿背啄木鸟 (Chrysophlegma miniaceum); 大黄冠啄木鸟 (Chrysophlegma flavinucha); 斑喉绿啄木鸟 (Chrysophlegma mentale)
Piciformes,䴕形目,Picidae,Woodpeckers,,Colaptes,,14,0,高原啄木鸟 (Colaptes rubiginosus); 灰顶啄木鸟 (Colaptes auricularis); 红背啄木鸟 (Colaptes rivolii)
Piciformes,䴕形目,Picidae,Woodpeckers,,Dendrocoptes,,3,0,中斑啄木鸟 (Dendrocoptes medius); 褐额啄木鸟 (Dendrocoptes auriceps); 阿拉伯啄木鸟 (Dendrocoptes dorae)
Piciformes,䴕形目,Picidae,Woodpeckers,,Dendropicos,,12,0,斯氏啄木鸟 (Dendropicos stierlingi); 褐背啄木鸟 (Dendropicos obsoletus); 灰啄木鸟 (Dendropicos goertae)
Piciformes,䴕形目,Picidae,Woodpeckers,,Dinopium,,5,0,喜山金背啄木鸟 (Dinopium shorii); 金背三趾啄木鸟 (Dinopium javanense); 斑喉三趾啄木鸟 (Dinopium everetti)
Piciformes,䴕形目,Picidae,Woodpeckers,,Dryobates,,6,0,小斑啄木鸟 (Dryobates minor); 红枕啄木鸟 (Dryobates cathpharius); 赤胸啄木鸟 (Dryobates pernyii)
Piciformes,䴕形目,Picidae,Woodpeckers,,Dryocopus,,6,0,北美黑啄木鸟 (Dryocopus pileatus); 南美黑啄木鸟 (Dryocopus schulzii); 细纹黑啄木鸟 (Dryocopus lineatus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Gecinulus,,3,0,竹啄木鸟 (Gecinulus grantia); 苍头竹啄木鸟 (Gecinulus viridis); 绿背三趾啄木鸟 (Gecinulus rafflesii)
Piciformes,䴕形目,Picidae,Woodpeckers,,Geocolaptes,,1,0,地啄木鸟 (Geocolaptes olivaceus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Jynx,,2,0,红胸蚁䴕 (Jynx ruficollis); 蚁䴕 (Jynx torquilla)
Piciformes,䴕形目,Picidae,Woodpeckers,,Leiopicus,,1,0,黄冠斑啄木鸟 (Leiopicus mahrattensis)
Piciformes,䴕形目,Picidae,Woodpeckers,,Leuconotopicus,,6,0,红顶啄木鸟 (Leuconotopicus borealis); 长嘴啄木鸟 (Leuconotopicus villosus); 白头啄木鸟 (Leuconotopicus albolarvatus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Melanerpes,,23,0,白啄木鸟 (Melanerpes candidus); 刘氏啄木鸟 (Melanerpes lewis); 瓜岛啄木鸟 (Melanerpes herminieri)
Piciformes,䴕形目,Picidae,Woodpeckers,,Micropternus,,1,0,栗啄木鸟 (Micropternus brachyurus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Mulleripicus,,4,0,暗黄啄木鸟 (Mulleripicus fulvus); 乌啄木鸟 (Mulleripicus funebris); 南乌啄木鸟 (Mulleripicus fuliginosus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Nesoctites,,1,0,安岛姬啄木鸟 (Nesoctites micromegas)
Piciformes,䴕形目,Picidae,Woodpeckers,,Pardipicus,,2,0,褐耳啄木鸟 (Pardipicus caroli); 棕斑啄木鸟 (Pardipicus nivosus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Picoides,,3,0,黑背三趾啄木鸟 (Picoides arcticus); 美洲三趾啄木鸟 (Picoides dorsalis); 三趾啄木鸟 (Picoides tridactylus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Piculus,,7,0,棕翅啄木鸟 (Piculus simplex); 纹颊啄木鸟 (Piculus callopterus); 白喉啄木鸟 (Piculus leucolaemus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Picumnus,,25,0,斑姬啄木鸟 (Picumnus innominatus); 金额姬啄木鸟 (Picumnus aurifrons); 奥里姬啄木鸟 (Picumnus pumilus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Sasia,,2,0,棕啄木鸟 (Sasia abnormis); 白眉棕啄木鸟 (Sasia ochracea)
Piciformes,䴕形目,Picidae,Woodpeckers,,Sphyrapicus,,4,0,威氏吸汁啄木鸟 (Sphyrapicus thyroideus); 黄腹吸汁啄木鸟 (Sphyrapicus varius); 红颈吸汁啄木鸟 (Sphyrapicus nuchalis)
Piciformes,䴕形目,Picidae,Woodpeckers,,Veniliornis,,14,0,红腰啄木鸟 (Veniliornis kirkii); 金领啄木鸟 (Veniliornis cassini); 白斑啄木鸟 (Veniliornis spilogaster)
Piciformes,䴕形目,Picidae,Woodpeckers,,Verreauxia,,1,0,非洲姬啄木鸟 (Verreauxia africana)
Piciformes,䴕形目,Picidae,Woodpeckers,,Xiphidiopicus,,1,0,古巴绿啄木鸟 (Xiphidiopicus percussus)
Piciformes,䴕形目,Picidae,Woodpeckers,,Yungipicus,,7,0,坦氏啄木鸟 (Yungipicus temminckii); 菲律宾啄木鸟 (Yungipicus maculatus); 苏禄啄木鸟 (Yungipicus ramsayi)
Piciformes,䴕形目,Ramphastidae,Toucans,,Andigena,,4,0,灰胸山巨嘴鸟 (Andigena hypoglauca); 扁嘴山巨嘴鸟 (Andigena laminirostris); 冠山巨嘴鸟 (Andigena cucullata)
Piciformes,䴕形目,Ramphastidae,Toucans,,Aulacorhynchus,,8,0,绿巨嘴鸟 (Aulacorhynchus prasinus); 白喉巨嘴鸟 (Aulacorhynchus albivitta); 沟嘴巨嘴鸟 (Aulacorhynchus sulcatus)
Piciformes,䴕形目,Ramphastidae,Toucans,,Pteroglossus,,12,0,橘黄巨嘴鸟 (Pteroglossus bailloni); 绿簇舌巨嘴鸟 (Pteroglossus viridis); 巴西簇舌巨嘴鸟 (Pteroglossus inscriptus)
Piciformes,䴕形目,Ramphastidae,Toucans,,Ramphastos,,7,0,巨嘴鸟 (Ramphastos toco); 黑嘴巨嘴鸟 (Ramphastos ambiguus); 红嘴巨嘴鸟 (Ramphastos tucanus)
Piciformes,䴕形目,Ramphastidae,Toucans,,Selenidera,,6,0,黄耳小巨嘴鸟 (Selenidera spectabilis); 圭亚那小巨嘴鸟 (Selenidera piperivora); 金领小巨嘴鸟 (Selenidera reinwardtii)
Piciformes,䴕形目,Semnornithidae,Prong-billed Barbet and Toucan Barbet,,Semnornis,,2,0,厚嘴拟啄木鸟 (Semnornis frantzii); 巨嘴拟啄木鸟 (Semnornis ramphastinus)
Podargiformes,蟆口鸱目,Podargidae,Frogmouths,蟆口鸱科,Batrachostomus,,12,0,大蛙口夜鹰 (Batrachostomus auritus); 栗颊蛙口夜鹰 (Batrachostomus harterti); 菲律宾蛙口夜鹰 (Batrachostomus septimus)
Podargiformes,蟆口鸱目,Podargidae,Frogmouths,蟆口鸱科,Podargus,,3,0,茶色蛙口夜鹰 (Podargus strigoides); 云斑蛙口夜鹰 (Podargus ocellatus); 巴布亚蛙口夜鹰 (Podargus papuensis)
Podargiformes,蟆口鸱目,Podargidae,Frogmouths,蟆口鸱科,Rigidipenna,,1,0,所罗门蛙口夜鹰 (Rigidipenna inexpectata)
Podicipediformes,䴙䴘目,Podicipedidae,Grebes,,Aechmophorus,,2,0,北美䴙䴘 (Aechmophorus occidentalis); 克氏䴙䴘 (Aechmophorus clarkii)
Podicipediformes,䴙䴘目,Podicipedidae,Grebes,,Podiceps,,9,0,大䴙䴘 (Podiceps major); 角䴙䴘 (Podiceps auritus); 赤颈䴙䴘 (Podiceps grisegena)
Podicipediformes,䴙䴘目,Podicipedidae,Grebes,,Podilymbus,,2,0,巨䴙䴘 (Podilymbus gigas); 斑嘴巨䴙䴘 (Podilymbus podiceps)
Podicipediformes,䴙䴘目,Podicipedidae,Grebes,,Poliocephalus,,2,0,灰头䴙䴘 (Poliocephalus poliocephalus); 新西兰䴙䴘 (Poliocephalus rufopectus)
Podicipediformes,䴙䴘目,Podicipedidae,Grebes,,Rollandia,,2,0,短翅䴙䴘 (Rollandia microptera); 白簇䴙䴘 (Rollandia rolland)
Podicipediformes,䴙䴘目,Podicipedidae,Grebes,,Tachybaptus,,5,0,德氏小䴙䴘 (Tachybaptus rufolavatus); 小䴙䴘 (Tachybaptus ruficollis); 黑喉小䴙䴘 (Tachybaptus novaehollandiae)
Procellariiformes,鹱形目,Diomedeidae,Albatrosses,,Diomedea,,6,0,北皇信天翁 (Diomedea sanfordi); 皇信天翁 (Diomedea epomophora); 漂泊信天翁 (Diomedea exulans)
Procellariiformes,鹱形目,Diomedeidae,Albatrosses,,Phoebastria,,4,0,加岛信天翁 (Phoebastria irrorata); 黑背信天翁 (Phoebastria immutabilis); 黑脚信天翁 (Phoebastria nigripes)
Procellariiformes,鹱形目,Diomedeidae,Albatrosses,,Phoebetria,,2,0,灰背信天翁 (Phoebetria palpebrata); 乌信天翁 (Phoebetria fusca)
Procellariiformes,鹱形目,Diomedeidae,Albatrosses,,Thalassarche,,8,0,黄鼻信天翁 (Thalassarche chlororhynchos); 印度洋黄鼻信天翁 (Thalassarche carteri); 灰头信天翁 (Thalassarche chrysostoma)
Procellariiformes,鹱形目,Oceanitidae,Southern Storm Petrels,,Fregetta,,4,0,白腹舰海燕 (Fregetta grallaria); 新西兰舰海燕 (Fregetta maoriana); 新喀海燕 (Fregetta lineata)
Procellariiformes,鹱形目,Oceanitidae,Southern Storm Petrels,,Garrodia,,1,0,灰背海燕 (Garrodia nereis)
Procellariiformes,鹱形目,Oceanitidae,Southern Storm Petrels,,Nesofregetta,,1,0,白喉海燕 (Nesofregetta fuliginosa)
Procellariiformes,鹱形目,Oceanitidae,Southern Storm Petrels,,Oceanites,,3,0,黄蹼洋海燕 (Oceanites oceanicus); 黑洋海燕 (Oceanites pincoyae); 白臀洋海燕 (Oceanites gracilis)
Procellariiformes,鹱形目,Oceanitidae,Southern Storm Petrels,,Pelagodroma,,1,0,白脸海燕 (Pelagodroma marina)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Aphrodroma,,1,0,短嘴圆尾鹱 (Aphrodroma brevirostris)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Ardenna,,7,0,楔尾鹱 (Ardenna pacifica); 灰背鹱 (Ardenna bulleri); 短尾鹱 (Ardenna tenuirostris)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Daption,,1,0,花斑鹱 (Daption capense)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Fulmarus,,2,0,银灰暴风鹱 (Fulmarus glacialoides); 暴雪鹱 (Fulmarus glacialis)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Halobaena,,1,0,蓝鹱 (Halobaena caerulea)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Macronectes,,2,0,巨鹱 (Macronectes giganteus); 霍氏巨鹱 (Macronectes halli)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Pachyptila,,7,0,仙锯鹱 (Pachyptila turtur); 阔嘴锯鹱 (Pachyptila vittata); 小锯鹱 (Pachyptila salvini)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Pagodroma,,1,0,雪鹱 (Pagodroma nivea)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Pelecanoides,,4,0,秘鲁鹈燕 (Pelecanoides garnotii); 鹈燕 (Pelecanoides urinatrix); 南乔治亚鹈燕 (Pelecanoides georgicus)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Procellaria,,5,0,大黑风鹱 (Procellaria westlandica); 灰风鹱 (Procellaria cinerea); 白颏风鹱 (Procellaria aequinoctialis)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Pseudobulweria,,4,0,斐济圆尾鹱 (Pseudobulweria macgillivrayi); 黑圆尾鹱 (Pseudobulweria aterrima); 钩嘴圆尾鹱 (Pseudobulweria rostrata)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Pterodroma,,35,0,柔羽圆尾鹱 (Pterodroma mollis); 红圆尾鹱 (Pterodroma magentae); 大西洋圆尾鹱 (Pterodroma incerta)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Puffinus,,20,0,黑鹱 (Puffinus nativitatis); 加岛鹱 (Puffinus subalaris); 棕嘴鹱 (Puffinus gavia)
Procellariiformes,鹱形目,Procellariidae,"Petrels, Shearwaters, and Diving Petrels",,Thalassoica,,1,0,南极鹱 (Thalassoica antarctica)
Psittaciformes,鹦形目,Cacatuidae,Cockatoos,,Cacatua,,13,0,彩冠凤头鹦鹉 (Cacatua leadbeateri); 菲律宾凤头鹦鹉 (Cacatua haematuropygia); 戈氏凤头鹦鹉 (Cacatua goffiniana)
Psittaciformes,鹦形目,Cacatuidae,Cockatoos,,Callocephalon,,1,0,红冠灰凤头鹦鹉 (Callocephalon fimbriatum)
Psittaciformes,鹦形目,Cacatuidae,Cockatoos,,Calyptorhynchus,,2,0,辉凤头鹦鹉 (Calyptorhynchus lathami); 红尾凤头鹦鹉 (Calyptorhynchus banksii)
Psittaciformes,鹦形目,Cacatuidae,Cockatoos,,Eolophus,,1,0,粉红凤头鹦鹉 (Eolophus roseicapilla)
Psittaciformes,鹦形目,Cacatuidae,Cockatoos,,Nymphicus,,1,0,鸡尾鹦鹉 (Nymphicus hollandicus)
Psittaciformes,鹦形目,Cacatuidae,Cockatoos,,Probosciger,,1,0,棕树凤头鹦鹉 (Probosciger aterrimus)
Psittaciformes,鹦形目,Cacatuidae,Cockatoos,,Zanda,,3,0,黑凤头鹦鹉 (Zanda funerea); 短嘴黑凤头鹦鹉 (Zanda latirostris); 长嘴黑凤头鹦鹉 (Zanda baudinii)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Alipiopsitta,,1,0,黄颊鹦哥 (Alipiopsitta xanthops)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Amazona,,32,0,红额蓝颊鹦哥 (Amazona festiva); 红胸鹦哥 (Amazona vinacea); 图库曼鹦哥 (Amazona tucumana)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Anodorhynchus,,3,0,紫蓝金刚鹦鹉 (Anodorhynchus hyacinthinus); 蓝绿金刚鹦鹉 (Anodorhynchus glaucus); 青蓝金刚鹦鹉 (Anodorhynchus leari)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Ara,,9,0,蓝黄金刚鹦鹉 (Ara ararauna); 蓝喉金刚鹦鹉 (Ara glaucogularis); 栗额金刚鹦鹉 (Ara severus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Aratinga,,6,0,暗头鹦哥 (Aratinga weddellii); 黑头鹦哥 (Aratinga nenday); 金黄鹦哥 (Aratinga solstitialis)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Bolborhynchus,,3,0,横斑鹦哥 (Bolborhynchus lineola); 棕额鹦哥 (Bolborhynchus ferrugineifrons); 安第斯鹦哥 (Bolborhynchus orbygnesius)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Brotogeris,,8,0,图伊鹦哥 (Brotogeris sanctithomae); 纯色鹦哥 (Brotogeris tirica); 淡黄翅鹦哥 (Brotogeris versicolurus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Conuropsis,,1,0,卡罗莱纳鹦哥 (Conuropsis carolinensis)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Cyanoliseus,,1,0,穴鹦哥 (Cyanoliseus patagonus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Cyanopsitta,,1,0,小蓝金刚鹦鹉 (Cyanopsitta spixii)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Deroptyus,,1,0,鹰头鹦哥 (Deroptyus accipitrinus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Diopsittaca,,1,0,红肩金刚鹦鹉 (Diopsittaca nobilis)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Enicognathus,,2,0,细嘴鹦哥 (Enicognathus leptorhynchus); 南鹦哥 (Enicognathus ferrugineus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Eupsittula,,5,0,绿喉鹦哥 (Eupsittula nana); 橙额鹦哥 (Eupsittula canicularis); 粉额鹦哥 (Eupsittula aurea)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Forpus,,9,0,乌嘴鹦哥 (Forpus modestus); 蓝腰鹦哥 (Forpus cyanopygius); 绿翅鹦哥 (Forpus spengeli)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Graydidascalus,,1,0,短尾鹦哥 (Graydidascalus brachyurus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Guaruba,,1,0,金鹦哥 (Guaruba guarouba)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Hapalopsittaca,,4,0,锈脸鹦哥 (Hapalopsittaca amazonina); 红肩鹦哥 (Hapalopsittaca fuertesi); 红脸鹦哥 (Hapalopsittaca pyrrhops)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Leptosittaca,,1,0,金羽鹦哥 (Leptosittaca branickii)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Myiopsitta,,2,0,白胸鹦哥 (Myiopsitta luchsi); 灰胸鹦哥 (Myiopsitta monachus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Nannopsittaca,,2,0,特布伊鹦哥 (Nannopsittaca panychlora); 亚马孙鹦哥 (Nannopsittaca dachilleae)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Ognorhynchus,,1,0,黄耳鹦哥 (Ognorhynchus icterotis)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Orthopsittaca,,1,0,红腹金刚鹦鹉 (Orthopsittaca manilatus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Pionites,,2,0,黑头凯克鹦哥 (Pionites melanocephalus); 白腹凯克鹦哥 (Pionites leucogaster)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Pionopsitta,,1,0,红顶鹦哥 (Pionopsitta pileata)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Pionus,,7,0,暗色鹦哥 (Pionus fuscus); 红嘴鹦哥 (Pionus sordidus); 鳞头鹦哥 (Pionus maximiliani)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Poicephalus,,10,0,褐颈鹦鹉 (Poicephalus fuscicollis); 好望角鹦鹉 (Poicephalus robustus); 非洲红额鹦鹉 (Poicephalus gulielmi)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Primolius,,3,0,蓝翅金刚鹦鹉 (Primolius maracana); 蓝头金刚鹦鹉 (Primolius couloni); 金领金刚鹦鹉 (Primolius auricollis)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Psilopsiagon,,2,0,灰顶鹦哥 (Psilopsiagon aymara); 山鹦哥 (Psilopsiagon aurifrons)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Psittacara,,12,0,白眼鹦哥 (Psittacara leucophthalmus); 红额鹦哥 (Psittacara wagleri); 秘鲁红额鹦哥 (Psittacara frontatus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Psittacus,,2,0,西非灰鹦鹉 (Psittacus timneh); 非洲灰鹦鹉 (Psittacus erithacus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Pyrilia,,7,0,褐冠鹦哥 (Pyrilia haematotis); 粉脸鹦哥 (Pyrilia pulchra); 橙头鹦哥 (Pyrilia pyrilia)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Pyrrhura,,26,0,蓝喉鹦哥 (Pyrrhura cruentata); 辉翅鹦哥 (Pyrrhura devillei); 红腹鹦哥 (Pyrrhura frontalis)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Rhynchopsitta,,2,0,厚嘴鹦哥 (Rhynchopsitta pachyrhyncha); 暗红额鹦哥 (Rhynchopsitta terrisi)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Thectocercus,,1,0,蓝冠鹦哥 (Thectocercus acuticaudatus)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Touit,,8,0,淡紫尾鹦哥 (Touit batavicus); 紫肩鹦哥 (Touit huetii); 中美红额鹦哥 (Touit costaricensis)
Psittaciformes,鹦形目,Psittacidae,African and New World Parrots,,Triclaria,,1,0,蓝腹鹦哥 (Triclaria malachitacea)
Psittaciformes,鹦形目,Psittaculidae,Old World Parrots,,Agapornis,,9,0,黑领牡丹鹦鹉 (Agapornis swindernianus); 灰头牡丹鹦鹉 (Agapornis canus); 红脸牡丹鹦鹉 (Agapornis pullarius)
Psittaciformes,鹦形目,Psittaculidae,Old World Parrots,,Alisterus,,3,0,澳洲王鹦鹉 (Alisterus scapularis); 安汶王鹦鹉 (Alisterus amboinensis); 绿翅王鹦鹉 (Alisterus chloropterus)
Psittaciformes,鹦形目,Psittaculidae,Old World Parrots,,Aprosmictus,,2,0,红翅鹦鹉 (Aprosmictus erythropterus); 帝汶红翅鹦鹉 (Aprosmictus jonquillaceus)
Psittaciformes,鹦形目,Psittaculidae,Old World Parrots,,Barnardius,,1,0,黑头环颈鹦鹉 (Barnardius zonarius)
Psittaciformes,鹦形目,Psittaculidae,Old World Parrots,,Bolbopsittacus,,1,0,菲律宾鹦鹉 (Bolbopsittacus lunulatus)
Psittaciformes,鹦形目,Psittaculidae,Old World Parrots,,Chalcopsitta,,5,0,烟色鹦鹉 (Chalcopsitta fuscata); 暗红鹦鹉 (Chalcopsitta cardinalis); 黄额褐鹦鹉 (Chalcopsitta duivenbodei)
